RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,Balance,EstimatedSalary
9036,15807555,535,Minsk,Male,45,2,2,1,0,0,0.0,2792.4062222222224
9037,15603378,768,Minsk,Female,36,3,1,0,1,0,7066.7475,2797.1222222222223
9038,15792862,653,Orsha,Male,41,1,1,1,0,1,5229.2055,336.1404444444444
9039,15657349,803,Orsha,Female,50,8,1,0,0,1,4908.651,499.05
9040,15777614,545,Grodno,Female,44,1,2,1,1,0,0.0,1835.8864444444444
9041,15653952,581,Orsha,Female,38,3,1,1,1,0,6757.852499999999,731.5426666666666
9042,15724336,513,Orsha,Female,49,5,1,1,0,0,8580.0635,2804.974222222222
9043,15689594,731,Minsk,Male,29,5,1,0,0,0,8976.960000000001,2489.1115555555557
9044,15801920,727,Orsha,Male,39,5,2,0,0,0,4030.773,4021.3848888888892
9045,15653347,560,Grodno,Male,47,1,1,0,0,1,0.0,2864.059111111111
9046,15749951,766,Orsha,Male,27,5,1,1,0,1,6314.2865,3946.981555555556
9047,15648178,630,Orsha,Female,23,4,1,0,1,0,6898.2255000000005,3879.345555555555
9048,15738662,652,Orsha,Male,41,9,1,1,0,0,7971.7015,3963.8651111111108
9049,15640855,729,Orsha,Male,40,5,2,1,0,0,5678.7305,2297.690666666667
9050,15584288,629,Minsk,Female,33,6,2,1,1,0,0.0,1313.9937777777777
9051,15760988,667,Orsha,Male,33,9,2,0,0,0,6228.6665,15.186
9052,15569624,671,Orsha,Female,31,6,2,1,0,0,5293.2300000000005,3234.8297777777775
9053,15597949,768,Orsha,Female,47,5,1,1,0,1,5227.6305,1069.712888888889
9054,15604551,732,Minsk,Female,35,3,2,1,0,0,0.0,2019.4877777777776
9055,15617476,546,Minsk,Female,30,5,2,0,1,0,0.0,4412.068666666667
9056,15645323,630,Minsk,Male,55,2,1,1,1,1,0.0,2360.0460000000003
9057,15793311,765,Orsha,Female,46,8,2,0,1,1,5974.644,3708.8002222222226
9058,15764153,704,Minsk,Female,33,0,2,1,1,0,6524.9545,1662.3191111111112
9059,15802560,470,Grodno,Female,48,6,1,1,1,0,7028.8054999999995,2599.3566666666666
9060,15728608,688,Orsha,Female,34,9,2,0,1,0,4551.279,3639.6222222222223
9061,15770474,685,Minsk,Female,33,1,3,0,1,1,0.0,1560.4695555555556
9062,15724444,567,Minsk,Female,38,1,2,1,1,0,6293.8825,2396.483777777778
9063,15753110,720,Grodno,Male,64,3,2,1,0,1,2287.639,1769.4062222222221
9064,15711521,609,Minsk,Male,39,3,1,1,1,0,6088.9355000000005,3075.5482222222226
9065,15632816,521,Orsha,Female,49,2,1,1,1,0,6397.4285,4061.447555555556
9066,15693637,556,Minsk,Female,30,7,2,1,1,0,0.0,4147.737555555555
9067,15725509,662,Orsha,Male,30,5,2,1,1,0,5764.334,3324.1760000000004
9068,15684645,704,Orsha,Male,41,9,2,1,0,0,3103.9105,2867.7926666666667
9069,15692235,750,Minsk,Female,38,1,2,1,0,0,0.0,1061.4442222222222
9070,15777459,619,Grodno,Female,32,4,2,1,1,1,8770.3065,3839.8317777777775
9071,15656937,468,Grodno,Male,26,1,1,1,0,0,6582.1625,1431.9146666666668
9072,15610643,435,Orsha,Male,44,3,1,1,0,0,7586.9825,3721.366666666667
9073,15777315,529,Minsk,Male,43,6,2,0,0,0,4680.8175,2185.525777777778
9074,15611058,702,Orsha,Female,60,5,2,1,1,1,6929.877,923.0353333333333
9075,15630413,608,Minsk,Female,41,5,2,1,1,0,0.0,1610.2722222222221
9076,15635942,576,Minsk,Male,40,9,2,1,0,1,0.0,2499.2264444444445
9077,15648858,666,Minsk,Female,27,1,1,0,1,0,4261.2605,1433.5875555555556
9078,15810732,730,Minsk,Female,36,8,2,1,0,0,7437.4645,2040.6833333333334
9079,15705448,647,Orsha,Male,52,7,1,1,1,1,6500.656,4240.141333333333
9080,15730488,516,Grodno,Female,27,1,1,0,1,0,0.0,2495.8033333333333
9081,15620443,711,Minsk,Female,81,6,2,1,1,0,0.0,1606.1386666666667
9082,15741078,736,Minsk,Male,54,7,2,0,1,0,5586.4735,1887.122
9083,15753161,768,Minsk,Female,36,5,2,1,0,0,9008.472,385.52355555555556
9084,15711396,427,Grodno,Male,40,8,2,1,1,0,0.0,1841.5722222222223
9085,15593499,686,Grodno,Female,47,6,1,1,0,1,0.0,712.9042222222222
9086,15579189,690,Minsk,Female,42,5,2,0,1,0,0.0,2678.0462222222222
9087,15743545,647,Grodno,Female,29,2,2,1,0,0,0.0,3978.504
9088,15791316,714,Minsk,Male,35,3,2,1,1,0,0.0,2124.9617777777776
9089,15608246,736,Orsha,Female,36,8,1,1,1,1,5195.7085,2445.2417777777778
9090,15676526,608,Minsk,Female,34,4,1,1,1,0,4438.6435,3751.6002222222223
9091,15813911,809,Minsk,Female,39,5,1,1,0,0,0.0,1726.7944444444445
9092,15630195,745,Minsk,Female,40,6,1,1,1,0,6559.2335,1107.013777777778
9093,15736250,781,Minsk,Male,38,2,1,0,1,1,5890.5395,1458.4962222222223
9094,15671334,527,Minsk,Male,31,4,1,1,0,0,0.0,3763.597555555556
9095,15574169,595,Orsha,Female,32,0,1,1,0,0,4623.3105000000005,104.91777777777779
9096,15718839,850,Orsha,Female,38,2,2,0,1,0,5137.0575,532.7744444444444
9097,15762331,569,Minsk,Male,37,9,1,1,0,0,8937.792,4442.870444444445
9098,15606901,728,Minsk,Male,43,7,2,1,0,0,0.0,889.4155555555554
9099,15713559,473,Orsha,Female,32,5,2,1,1,0,7330.1125,1621.0433333333333
9100,15768881,738,Minsk,Male,29,2,2,1,1,0,0.0,3787.1362222222224
9101,15743075,659,Minsk,Male,35,6,2,1,1,0,0.0,1308.4246666666668
9102,15660980,597,Grodno,Male,38,6,2,1,1,0,5785.1335,556.8677777777777
9103,15810942,445,Orsha,Female,61,2,1,0,1,0,6882.7654999999995,664.6631111111111
9104,15728362,671,Minsk,Female,29,3,2,1,0,0,0.0,3512.069111111111
9105,15683339,656,Grodno,Female,34,6,1,1,0,1,2993.8665,311.836
9106,15685476,658,Minsk,Male,31,5,1,0,1,0,5004.107,1106.8862222222222
9107,15663650,698,Orsha,Male,52,10,3,1,0,1,5365.2195,640.1404444444445
9108,15617434,655,Grodno,Male,38,9,1,0,1,0,0.0,2010.8962222222221
9109,15622470,772,Grodno,Male,41,10,1,1,1,0,4801.611,1685.0126666666667
9110,15703682,681,Grodno,Male,33,10,1,0,0,0,0.0,3518.5857777777774
9111,15727391,688,Orsha,Male,29,9,2,1,0,0,7227.675,3187.887777777778
9112,15711062,633,Orsha,Male,40,5,2,1,1,0,4308.6404999999995,2606.210888888889
9113,15567339,735,Minsk,Male,73,9,1,1,1,0,0.0,2539.6295555555557
9114,15760662,521,Orsha,Female,29,2,1,1,1,0,4360.64,22.108
9115,15605737,541,Minsk,Male,36,5,2,1,0,0,0.0,2773.240888888889
9116,15692977,612,Orsha,Female,36,2,2,0,0,0,6535.046,1724.2844444444445
9117,15672082,562,Minsk,Male,62,3,2,1,0,0,0.0,2355.2446666666665
9118,15600280,703,Minsk,Female,32,6,2,0,0,0,0.0,746.8115555555555
9119,15804052,710,Grodno,Male,23,6,2,1,1,0,0.0,2981.9579999999996
9120,15576065,731,Grodno,Female,40,5,1,1,1,1,8566.299,3549.2948888888886
9121,15796838,703,Grodno,Male,58,4,1,0,1,0,4646.546,1892.1951111111111
9122,15693526,618,Minsk,Female,40,0,1,1,0,0,0.0,2645.7584444444446
9123,15748595,689,Minsk,Female,29,1,2,1,1,0,3877.8394999999996,2733.2946666666667
9124,15679029,718,Minsk,Male,33,7,1,0,0,0,5143.714,2618.690222222222
9125,15753639,608,Minsk,Male,37,5,2,0,0,0,7304.669500000001,3568.7424444444446
9126,15604138,749,Grodno,Male,34,2,1,0,0,1,0.0,3870.8675555555556
9127,15666095,753,Grodno,Male,51,4,2,0,1,1,3990.5860000000002,1516.894888888889
9128,15643487,630,Grodno,Male,39,10,1,0,0,1,5273.687,1307.8862222222222
9129,15764033,693,Orsha,Female,43,1,1,1,0,1,6096.396,1955.4433333333332
9130,15747288,838,Grodno,Female,40,6,1,0,1,1,3083.5595000000003,3347.9855555555555
9131,15790599,756,Orsha,Female,39,5,2,1,1,0,7468.156,2424.4086666666667
9132,15737705,775,Minsk,Female,27,4,1,1,0,0,7615.4685,2313.6
9133,15737194,635,Minsk,Female,33,5,2,1,0,0,0.0,2732.215777777778
9134,15726776,705,Grodno,Male,36,1,1,1,1,0,5581.4645,484.60355555555554
9135,15804357,481,Minsk,Male,40,3,1,1,1,0,0.0,718.2206666666667
9136,15664432,727,Grodno,Female,49,7,1,1,0,1,4814.839,4232.397111111111
9137,15688984,595,Minsk,Male,20,4,1,1,0,0,4791.5215,3949.7551111111115
9138,15583026,535,Minsk,Female,38,0,1,1,0,0,6795.9664999999995,1787.2366666666665
9139,15771668,578,Minsk,Male,59,10,1,0,0,1,9298.332,209.89822222222222
9140,15779904,597,Minsk,Female,29,5,2,1,1,0,0.0,3885.012666666667
9141,15784323,449,Minsk,Female,21,7,2,0,0,0,0.0,3905.420444444445
9142,15756277,850,Orsha,Female,43,8,2,1,0,0,4612.2415,1221.1051111111112
9143,15663312,494,Minsk,Female,35,9,2,1,0,0,5636.353,4083.398
9144,15793197,676,Minsk,Female,34,8,1,0,0,0,5017.977,1023.0728888888889
9145,15731463,818,Orsha,Male,43,10,1,1,1,0,5265.075,1754.2575555555554
9146,15621768,712,Grodno,Male,45,6,1,0,0,0,5649.7325,4408.859555555556
9147,15691323,672,Orsha,Male,40,4,2,1,0,0,4451.294,4197.604222222222
9148,15781326,636,Minsk,Male,35,9,1,0,0,0,4773.9085,3761.9275555555555
9149,15595640,698,Minsk,Male,37,8,2,0,0,0,0.0,3222.319777777778
9150,15814331,597,Orsha,Female,43,7,2,1,0,0,5956.3730000000005,1240.2204444444444
9151,15602030,717,Minsk,Male,28,4,1,1,1,0,6410.3395,1206.0471111111112
9152,15747974,614,Minsk,Male,49,1,2,1,0,0,0.0,4276.456444444445
9153,15611315,708,Orsha,Female,23,4,1,1,0,0,3571.654,2304.3904444444447
9154,15636977,507,Orsha,Male,36,9,3,1,0,1,5910.716,2646.8895555555555
9155,15690337,581,Minsk,Female,27,5,2,1,0,0,5112.9055,4326.257777777778
9156,15680666,579,Grodno,Female,39,2,2,1,0,0,7598.1630000000005,3532.191777777778
9157,15679551,504,Grodno,Female,46,2,1,1,1,1,8188.242,3669.39
9158,15778915,737,Minsk,Female,32,7,2,0,1,0,6427.568,4208.949111111111
9159,15568849,540,Grodno,Female,31,10,1,1,1,0,5907.937,3511.7237777777777
9160,15747762,609,Minsk,Male,32,7,1,0,0,0,5926.0205000000005,84.78844444444445
9161,15753679,778,Minsk,Male,24,4,2,1,1,0,0.0,3617.9822222222224
9162,15750049,621,Minsk,Male,40,10,1,0,0,0,8191.1685,1989.3215555555555
9163,15606097,665,Orsha,Male,63,7,1,1,1,1,5223.479,559.2302222222222
9164,15802368,608,Minsk,Female,47,6,1,1,1,0,0.0,2800.2793333333334
9165,15767488,680,Grodno,Male,36,7,2,1,0,0,0.0,446.8713333333333
9166,15669946,663,Orsha,Female,46,2,1,1,1,0,7086.344,1294.6051111111112
9167,15612103,627,Orsha,Female,35,2,1,1,1,1,6892.647999999999,3828.2046666666665
9168,15645353,607,Minsk,Male,26,1,1,1,0,0,0.0,662.6266666666667
9169,15650018,681,Minsk,Female,43,8,1,0,0,0,7705.014999999999,2547.9957777777777
9170,15659002,766,Minsk,Female,45,6,2,0,0,0,0.0,3270.772
9171,15616028,694,Minsk,Male,30,2,3,0,1,0,0.0,334.2091111111111
9172,15660475,411,Minsk,Female,54,9,1,0,1,0,0.0,1702.6997777777779
9173,15652615,742,Minsk,Male,39,8,1,1,1,0,7000.248,2066.3506666666667
9174,15653572,673,Grodno,Male,43,8,1,0,1,1,6356.648,133.53933333333333
9175,15628059,529,Minsk,Male,61,1,2,1,1,0,0.0,4252.688222222222
9176,15703413,519,Minsk,Female,38,7,1,1,0,0,6266.428,4182.792666666667
9177,15610433,573,Minsk,Male,35,9,2,1,0,0,0.0,260.9753333333333
9178,15770548,453,Orsha,Female,28,3,1,1,0,0,6999.3324999999995,3041.038888888889
9179,15645637,798,Orsha,Female,39,6,1,1,1,0,5989.388,3649.9628888888888
9180,15590888,693,Grodno,Female,34,10,2,0,0,0,5377.803,3436.2522222222224
9181,15568326,637,Minsk,Female,44,2,2,1,0,0,0.0,3325.903333333333
9182,15655368,672,Minsk,Male,47,1,1,0,0,0,0.0,2034.9982222222222
9183,15665579,597,Minsk,Female,28,0,1,1,0,0,7135.297500000001,2827.4086666666667
9184,15676091,543,Minsk,Male,42,7,1,1,1,0,0.0,1258.8993333333333
9185,15716984,695,Grodno,Female,56,4,2,1,0,0,0.0,1880.9946666666665
9186,15715078,584,Minsk,Male,35,6,2,1,1,0,8080.697,3294.1813333333334
9187,15569452,652,Orsha,Female,58,3,2,0,1,0,5817.66,4300.064444444444
9188,15628863,601,Minsk,Male,38,4,1,1,1,0,3000.6904999999997,844.8900000000001
9189,15778192,628,Grodno,Male,28,4,2,1,1,0,0.0,3927.795777777778
9190,15793723,607,Orsha,Male,32,9,2,1,0,0,7213.6035,3924.014
9191,15798943,646,Minsk,Female,46,8,2,1,0,0,0.0,2956.87
9192,15764708,572,Minsk,Male,30,6,1,1,0,0,5884.8335,2240.9737777777777
9193,15791040,801,Grodno,Male,58,1,2,1,1,0,3997.7305,677.4264444444444
9194,15631512,597,Minsk,Female,26,8,1,1,0,0,7499.469500000001,940.6795555555556
9195,15640106,613,Minsk,Male,40,7,1,0,0,0,6216.995,4295.768444444444
9196,15710315,529,Orsha,Male,29,4,1,0,0,1,6787.969999999999,2506.973111111111
9197,15771535,794,Grodno,Female,37,9,2,1,0,0,0.0,1511.3077777777778
9198,15611947,557,Minsk,Male,34,3,1,1,0,0,4153.7,2948.293777777778
9199,15670266,499,Minsk,Female,28,4,1,1,1,0,7089.630499999999,488.9313333333333
9200,15609083,544,Minsk,Female,26,6,1,1,0,1,0.0,2226.6755555555555
9201,15567923,739,Minsk,Female,30,6,1,0,0,0,0.0,2724.543111111111
9202,15788183,458,Orsha,Female,43,1,2,1,0,0,5343.505999999999,2234.7637777777777
9203,15735782,528,Minsk,Male,31,9,1,1,0,0,6048.1295,120.42911111111113
9204,15774401,773,Grodno,Male,51,4,2,0,0,1,0.0,2746.396222222222
9205,15737971,646,Minsk,Female,30,5,2,1,0,0,0.0,309.6737777777778
9206,15758750,564,Minsk,Male,31,0,1,1,1,0,5526.3585,1934.6837777777778
9207,15611767,624,Orsha,Female,52,0,1,0,0,1,6686.1714999999995,107.99088888888889
9208,15643770,682,Minsk,Female,52,5,1,1,0,1,5633.523999999999,468.5593333333333
9209,15744717,726,Minsk,Female,44,2,2,1,1,0,0.0,594.0857777777778
9210,15570681,560,Minsk,Male,24,1,1,1,0,0,5804.216,1994.1044444444444
9211,15792650,382,Grodno,Male,36,0,1,1,1,1,0.0,3989.7940000000003
9212,15605531,457,Grodno,Female,38,6,2,1,0,0,0.0,3849.313111111111
9213,15605339,673,Minsk,Female,37,10,2,1,1,0,0.0,831.3633333333333
9214,15672216,584,Minsk,Female,40,4,1,0,0,0,4122.0875,1796.7135555555556
9215,15812893,629,Minsk,Female,39,10,2,1,1,1,0.0,959.4331111111111
9216,15624180,584,Orsha,Female,37,10,4,1,1,1,6708.589999999999,1576.158
9217,15701364,724,Minsk,Male,30,10,2,1,1,0,0.0,1205.9011111111113
9218,15762588,644,Minsk,Male,31,5,2,1,1,0,0.0,930.4926666666667
9219,15806318,676,Orsha,Female,48,2,1,1,0,1,6222.119000000001,334.85622222222224
9220,15712596,499,Minsk,Male,31,4,1,1,0,0,0.0,576.6775555555556
9221,15600399,598,Minsk,Male,60,4,1,1,0,1,0.0,4393.9364444444445
9222,15576216,655,Orsha,Female,37,4,1,1,0,1,5443.138,1767.8906666666667
9223,15620750,559,Minsk,Male,28,3,1,1,1,0,7054.9715,346.8282222222222
9224,15623489,543,Minsk,Female,67,0,1,1,1,0,6442.1835,2991.3884444444448
9225,15667944,679,Minsk,Male,39,0,1,0,1,0,4342.1805,3551.7906666666663
9226,15584928,594,Orsha,Female,32,4,2,1,1,0,6003.7485,3621.3731111111115
9227,15779913,586,Minsk,Male,27,5,2,1,1,0,6511.59,4276.159111111111
9228,15644977,776,Minsk,Female,31,5,2,1,0,0,0.0,2058.8431111111113
9229,15749679,699,Minsk,Male,39,2,1,1,1,0,5486.219,4000.4975555555557
9230,15629010,847,Orsha,Female,35,5,1,1,1,0,5587.1714999999995,4079.6475555555558
9231,15768465,582,Orsha,Male,35,8,2,1,1,0,6065.4585,638.9037777777777
9232,15767781,648,Minsk,Male,38,10,1,1,0,0,4134.864,1663.2593333333332
9233,15635364,618,Minsk,Female,49,9,3,1,1,1,2215.0715,1993.9844444444445
9234,15722004,543,Minsk,Female,31,4,1,0,0,0,6915.897,1374.3051111111113
9235,15766044,642,Orsha,Male,49,4,1,1,0,1,6034.4305,550.4493333333334
9236,15586680,462,Minsk,Male,27,4,1,1,0,0,8845.676,1790.8282222222224
9237,15635388,640,Grodno,Male,47,6,1,1,0,0,4452.357,2584.1388888888887
9238,15655175,740,Orsha,Male,40,4,2,1,0,1,5715.939,2874.082
9239,15639133,773,Minsk,Female,50,4,2,1,0,0,0.0,2874.954222222222
9240,15799653,583,Orsha,Female,32,7,2,1,1,0,4737.6775,403.31177777777776
9241,15723872,589,Grodno,Female,46,10,2,0,1,0,0.0,3741.5415555555555
9242,15775627,509,Minsk,Male,35,8,2,0,1,0,0.0,1498.472888888889
9243,15630704,612,Orsha,Male,32,9,2,1,0,0,5326.0365,3935.3813333333333
9244,15815534,505,Grodno,Male,37,0,1,1,1,0,6700.3195000000005,2083.0375555555556
9245,15697249,546,Orsha,Female,25,3,1,1,0,0,6641.885,2925.4957777777777
9246,15681316,681,Minsk,Female,41,0,2,1,0,0,6027.4645,3904.940222222222
9247,15682523,762,Minsk,Male,20,1,1,1,1,0,6971.6275,1902.374
9248,15650244,786,Grodno,Male,29,7,2,1,0,0,4044.772,1443.234888888889
9249,15648638,629,Grodno,Male,34,6,2,1,0,0,0.0,4229.949333333333
9250,15795747,787,Grodno,Female,39,7,1,0,1,0,8582.338,2239.808
9251,15607330,713,Grodno,Male,42,0,1,0,1,0,5456.0855,3730.522
9252,15624013,541,Minsk,Female,39,6,1,1,0,0,5492.2405,561.9828888888889
9253,15800805,451,Minsk,Female,31,7,1,0,1,0,7046.591,453.0837777777778
9254,15667321,644,Grodno,Male,49,10,2,1,1,0,0.0,3224.2142222222224
9255,15601116,686,Minsk,Male,32,6,2,1,1,0,0.0,3979.8502222222223
9256,15622033,847,Orsha,Female,41,3,4,1,0,1,5077.175499999999,356.1148888888889
9257,15758451,765,Orsha,Male,37,7,1,1,0,0,5135.4385,201.9513333333333
9258,15688689,678,Orsha,Female,37,8,2,1,1,0,7450.0455,477.16488888888887
9259,15652674,539,Minsk,Male,20,0,1,1,1,0,4172.993,3261.170444444445
9260,15806327,800,Minsk,Female,40,3,2,1,0,0,3794.6555,2945.8273333333336
9261,15649618,799,Orsha,Female,39,7,2,0,1,0,8369.78,3100.8317777777775
9262,15677117,629,Minsk,Female,61,6,2,1,1,0,0.0,2970.5024444444443
9263,15751445,734,Orsha,Female,52,6,2,0,1,0,3564.1544999999996,866.3193333333334
9264,15749669,542,Minsk,Female,31,3,2,1,1,0,0.0,2560.3908888888886
9265,15656351,414,Grodno,Male,60,3,2,1,1,0,0.0,2085.4404444444444
9266,15667438,675,Minsk,Female,38,1,1,0,0,1,5200.844,490.4184444444445
9267,15682273,683,Minsk,Female,38,5,1,1,0,0,6380.8279999999995,2752.1348888888892
9268,15580912,748,Minsk,Male,32,5,2,1,1,0,7736.894,3836.402888888889
9269,15785183,596,Grodno,Male,29,2,2,1,1,0,0.0,35.35977777777778
9270,15705383,642,Minsk,Male,35,4,1,1,1,0,6273.8155,2039.4557777777777
9271,15712903,499,Minsk,Female,21,3,1,1,1,0,8825.554,3420.4493333333335
9272,15774285,649,Grodno,Female,47,8,1,1,1,0,5539.164,1587.1146666666668
9273,15583138,739,Minsk,Male,42,2,2,1,0,0,7082.146000000001,3825.5502222222226
9274,15740160,616,Minsk,Male,31,1,2,1,1,0,0.0,1215.7055555555555
9275,15793425,560,Grodno,Female,33,9,1,0,1,0,0.0,4074.6268888888885
9276,15749265,427,Orsha,Male,42,1,1,1,1,0,3784.076,1268.8444444444444
9277,15623989,435,Minsk,Male,54,3,1,1,0,1,0.0,3486.899111111111
9278,15604832,633,Minsk,Male,29,7,1,1,1,0,0.0,2893.882888888889
9279,15584580,443,Minsk,Male,35,6,1,0,0,0,8055.5725,309.9257777777778
9280,15573854,727,Minsk,Male,62,5,2,0,1,0,0.0,858.9546666666666
9281,15614847,674,Minsk,Female,45,6,1,0,1,0,3624.7345,3112.0395555555556
9282,15679966,661,Minsk,Female,31,3,1,1,1,0,6698.214999999999,3693.0466666666666
9283,15799435,619,Grodno,Male,34,1,1,1,0,0,0.0,3109.319555555556
9284,15752186,562,Minsk,Female,27,3,2,1,0,0,0.0,625.2673333333333
9285,15705544,633,Minsk,Male,61,3,1,0,1,0,7860.0740000000005,1119.302888888889
9286,15713632,551,Grodno,Female,48,5,1,0,0,0,4783.9645,2110.6244444444446
9287,15586523,720,Orsha,Female,29,7,1,1,1,1,5311.546,1553.4206666666664
9288,15609176,688,Minsk,Female,32,5,2,0,1,0,0.0,3946.839333333333
9289,15769308,635,Orsha,Female,36,9,2,1,0,0,4061.5925,4371.801777777778
9290,15676810,561,Minsk,Female,31,1,2,1,1,0,4074.0135,1449.6577777777777
9291,15634591,850,Minsk,Male,33,8,1,1,1,0,3652.969,4139.577777777778
9292,15679804,636,Minsk,Male,36,5,2,1,1,0,5877.9525,2479.4066666666668
9293,15677764,461,Orsha,Female,74,1,2,1,1,0,9322.2655,4372.618444444444
9294,15571917,771,Orsha,Female,38,5,2,1,0,0,6882.885499999999,1621.9024444444444
9295,15574608,713,Minsk,Male,36,8,1,1,1,0,6694.467500000001,3183.681111111111
9296,15740868,658,Orsha,Female,45,9,1,1,1,0,6728.139999999999,3539.303777777778
9297,15702442,586,Orsha,Female,56,9,2,1,1,0,5039.0875,1209.9646666666667
9298,15699797,737,Minsk,Male,30,8,1,0,0,0,8717.8065,709.5222222222222
9299,15648047,742,Orsha,Male,27,5,2,0,0,0,9506.271499999999,484.302
9300,15766826,824,Minsk,Male,26,7,1,1,0,1,7313.3,486.7471111111111
9301,15591628,701,Orsha,Male,41,9,1,1,0,0,8202.305,1097.9095555555555
9302,15583857,623,Grodno,Female,43,4,2,0,0,0,6176.826,3442.4115555555554
9303,15752534,744,Minsk,Male,36,10,2,1,1,0,0.0,4063.7297777777776
9304,15741403,698,Grodno,Female,38,1,1,0,0,0,8592.419,376.83222222222224
9305,15783589,616,Minsk,Male,40,9,2,0,0,0,0.0,2082.6122222222225
9306,15598046,662,Minsk,Female,39,5,2,1,0,0,6978.102499999999,1369.6937777777778
9307,15643330,594,Minsk,Male,37,2,2,0,1,0,0.0,2130.322222222222
9308,15680405,685,Minsk,Male,40,2,2,1,1,0,8400.067,3720.0064444444447
9309,15728683,742,Minsk,Male,27,0,2,0,1,0,0.0,2922.999111111111
9310,15621644,678,Orsha,Male,83,6,1,0,1,0,6167.8315,2065.2091111111113
9311,15733032,651,Grodno,Male,47,2,2,1,1,0,0.0,2662.414222222222
9312,15608381,585,Orsha,Male,50,2,1,1,0,1,6292.283,209.76244444444444
9313,15658946,579,Orsha,Male,40,10,2,1,0,0,2270.4425,416.2868888888889
9314,15757912,722,Orsha,Female,37,0,1,0,0,0,6298.8904999999995,3559.164888888889
9315,15645371,613,Orsha,Female,51,7,1,1,1,1,7363.1055,1191.7977777777778
9316,15653110,694,Minsk,Male,42,8,1,1,0,0,6688.3595000000005,809.0046666666666
9317,15766355,550,Orsha,Male,49,0,3,1,0,1,5440.348,1365.487111111111
9318,15585249,741,Minsk,Male,42,6,1,1,0,1,5301.826,4326.372888888889
9319,15611786,668,Grodno,Female,69,9,1,0,1,0,0.0,2988.512666666667
9320,15575486,529,Minsk,Female,27,1,2,1,1,0,0.0,839.332888888889
9321,15780215,636,Minsk,Male,31,6,2,1,1,0,0.0,52.94688888888889
9322,15686099,563,Grodno,Male,61,1,1,1,0,1,4109.1050000000005,2373.9315555555554
9323,15739042,767,Minsk,Female,35,9,2,1,0,0,0.0,878.0357777777778
9324,15815316,644,Minsk,Male,50,9,4,1,0,1,3840.85,4363.802888888889
9325,15778489,780,Orsha,Male,71,9,2,1,1,0,7127.5125,2722.372888888889
9326,15786389,635,Grodno,Female,41,10,2,1,1,0,0.0,1377.648888888889
9327,15601787,641,Orsha,Male,35,2,1,0,1,1,5185.5779999999995,4276.982444444444
9328,15624715,593,Grodno,Female,40,2,1,1,1,0,0.0,115.44333333333333
9329,15763093,540,Orsha,Female,35,7,2,1,0,0,6418.4875,4405.692222222222
9330,15572073,663,Grodno,Male,35,5,2,1,1,0,0.0,1391.8875555555555
9331,15780256,630,Minsk,Male,34,9,2,1,1,0,0.0,2533.4744444444445
9332,15659305,605,Orsha,Male,19,8,1,1,1,0,8306.664,2399.8886666666667
9333,15638882,710,Orsha,Female,62,9,1,1,0,1,7410.717999999999,1079.3586666666667
9334,15714680,755,Minsk,Female,78,5,1,1,1,0,6060.348,1689.2553333333335
9335,15777217,641,Grodno,Male,25,10,2,1,1,0,0.0,4017.9642222222224
9336,15739123,737,Orsha,Male,50,4,2,1,0,0,6377.6425,93.89133333333332
9337,15594450,695,Minsk,Male,49,9,1,1,0,0,7972.9265,3018.6966666666667
9338,15797751,466,Orsha,Female,47,5,1,1,1,1,5104.286,4078.583111111111
9339,15691543,558,Orsha,Male,58,2,1,1,1,0,7126.8589999999995,1973.1517777777779
9340,15722845,665,Grodno,Male,29,1,2,1,1,0,9139.087,1416.2866666666666
9341,15605804,737,Minsk,Male,45,10,2,1,0,0,0.0,30.32311111111111
9342,15702061,654,Minsk,Male,29,7,2,1,1,0,0.0,3315.2033333333334
9343,15694321,619,Minsk,Female,28,3,2,1,0,0,0.0,1186.536
9344,15798749,845,Orsha,Female,43,3,2,1,0,0,7603.1795,2175.779111111111
9345,15720050,727,Minsk,Female,28,2,1,1,0,0,5549.888,2254.0835555555554
9346,15758048,582,Minsk,Male,50,2,1,1,1,0,7447.1,2598.762222222222
9347,15805681,716,Minsk,Male,41,9,1,1,1,0,0.0,2517.055111111111
9348,15802809,660,Grodno,Female,36,0,1,1,1,0,4221.9285,4032.2113333333336
9349,15807239,664,Minsk,Female,34,7,1,0,0,0,4696.0235,3998.0884444444446
9350,15749093,801,Minsk,Male,43,4,2,0,0,0,7935.6539999999995,2190.8031111111113
9351,15689344,615,Grodno,Male,42,4,3,0,1,0,0.0,2673.802
9352,15606076,718,Orsha,Male,63,7,1,1,1,0,6160.244000000001,2234.1955555555555
9353,15610090,667,Minsk,Male,40,8,2,1,0,0,3647.2644999999998,2198.4777777777776
9354,15693926,670,Grodno,Male,37,0,1,1,1,0,8937.1355,4322.079333333333
9355,15791501,590,Minsk,Male,43,8,2,1,1,0,0.0,3191.740222222222
9356,15621870,739,Grodno,Female,40,8,1,1,0,0,0.0,3711.789111111111
9357,15734711,373,Minsk,Male,42,7,1,1,0,1,0.0,1728.5859999999998
9358,15814405,418,Minsk,Female,46,9,1,1,1,1,0.0,1800.3222222222223
9359,15729359,837,Minsk,Female,29,9,2,1,1,0,0.0,930.3613333333334
9360,15606944,645,Orsha,Male,43,9,1,1,0,1,7006.058500000001,251.17111111111112
